0,Text,Label
" In[87]:
","[' In[87]:\nIn[1]:   20 Inches in [87], 20Inches Inventions.  ]  # X = 1.0f  211 In [20],  B = 2.2f: 211  C = ""1.4f""  1:  21 In Codes. {c}]  + \'0\'{i}\'.format(n & i in Codes)!  print \'n < The Code to print \'[!']",0
" write a python program to handle exception when a given value is less than 10
","
def check(x):
    if x < 10:
        raise ValueError('x should not be less than 10!')
    else:
        return x
check(9)


",1
" write a python program to handle exception when a given value is less than 10
","["" write a python program to handle exception when a given value is less than 10\n re.  \t\t  print(A,'overweight', B, )  and print('C','> >')  |  end='')  # now accepts the input json  ['']*]  -'' + user_filename}  + '\\n', user\\w'  (T, Exception: {Error: 'Not valid')}' -""]",0
" In[104]:
","

",1
" In[104]:
","[' In[104]:\n   count = lambda x: x ** 2, sentence = ""Inna""  # To make the conditional operator ascii test for equality of x in sentence.  conditional = """"  if x == 0 or y == 1. conditional < 0,  = \'0\', \'1\' = \'.\'\'\'.  print(x.ini_arr_nstring)  for x, y in conditional \\  (1, \'2\', \'3']",0
" write a python function to check if the given structure is a instance of list or dictionary
","def check_insst(obj):
    if isinstance(obj, list):
        return ""list""
    elif isinstance(obj, dict):
        return ""dict""
    else:
        return ""unknown""
   
check_insst({})


",1
" write a python function to check if the given structure is a instance of list or dictionary
","["" write a python function to check if the given structure is a instance of list or dictionary\n sort or not   # or logger statements given tosys. If the value of the passed item is not self.msg.rear , logger.add(x, logging.getinfo)  for x in queued_up.items()  or 'Not' or logging: close() # Note : 'In finally block' : {}, '!In now'} # Recipe""]",0
" In[102]:
","

",1
" In[102]:
","[' In[102]:\nConsequence is theta  inside the loop (for) the input gauss(1,10,0)   and  is insidethe loop  (not only for  the i, given numin(incorrect_print(a)) \t  for i in range(len(input_array) <= len(output_arr):  # looping through rows of YORIGITS!!!  OTP!()  in theloop']",0
" write a python function to check if the given structure is a instance of tuple or string
","def check_inst_tup_str(obj):
    if isinstance(obj, set):
        return ""set""
    elif isinstance(obj, tuple):
        return ""tuple""
    else:
        return ""unknown""
check_inst_tup_str({1})


",1
" write a python function to check if the given structure is a instance of tuple or string
","["" write a python function to check if the given structure is a instance of tuple or string\n case.   used = '''[:5]/P' if it is not'''' or not' else '{}'.format(string, n, d) for n in '''.'  # would you like to print this string in a sentence?  print(' '[\\0_!\\n]+[_\\_]{};:', end=''""]",0
" In[110]:
","

",1
" In[110]:
","[' In[110]:\n   P = int(Y / 100)  while (Y < 20) and (X < 10) < 25:  return  max(pair_of_nums, r=no_ of_pair) in sorted(d.items(), key=lambda x: x * y, d.values()):  # Equivalent of list of tuples  in list  is | in tuple(map(int, temp): ]  [(C']",0
" write a python class to instantiate an object with two string attributes and write a function to return the list of attributes
","class Myclass:  
    def __init__(self, attr1, attr2):
        self.attr1 = attr1
        self.attr2 = attr2

    def get_attributes_list(self):  
         return [self.attr1, self.attr2]
dress = Myclass(""pant"",""shirt"")
dress.get_attributes_list()


",1
" write a python class to instantiate an object with two string attributes and write a function to return the list of attributes
","["" write a python class to instantiate an object with two string attributes and write a function to return the list of attributes\n write the function in the string   for the length of the first string in bytes \t  Defaults to the class of class 'Tuple' and its capacity 'U' -- 'Vita'  -- **kwargs: 'W'--.  'XS' = '--', 'roll'----' - '*args = '/^""]",0
" In[114]:
","

",1
" In[114]:
","["" In[114]:\n   i=i+1;  ini.map(fromi(n) if i%2==0)  for n in range(0, len(no_of_letters)];  if not i!=0 and i<=n%3:  return i+n{-1}  with a minidx = 0 in len([ Violin, jehovah, 3] for i in 'aeiou' ""]",0
" write a python function that call another function and that function prints ""Inside B""
","def A():
    B()

def B():
    print(""Inside B"")

A()


",1
" write a python function that call another function and that function prints ""Inside B""
","[' write a python function that call another function and that function prints ""Inside B""\n the function inside B.   "" ="", takertof b, ""B""  and ""C"" in d.items()  # to do chained comparison with open(""XB"", ""LOWER_CASE"") and print ""END ="", elif x>=0 and y\'ing>0: ""&"" == ""AEIb:"",  =2()']",0
" In[119]:
","

",1
" In[119]:
","[' In[119]:\n   Incorrect number in the string is = int(input())  #Example: incorrect string in input()  } "".format(Decimal, ""in comma separated form"", "" UPPERCASE"", Octalist))  ]  for i in range(9)  inclusive )  {""ABBCc"", Deuce() {049"", YABcWA} ] for n in list ( Y = input(), ""ABAC"", AB']",0
" write a python program to return the biggest character in a string (printable ascii characters)
","from functools import reduce

input_str = 'tsai'
res = reduce(lambda x, y: x if ord(x) > ord(y) else y, input_str)
print(f""{res}"")


",1
" write a python program to return the biggest character in a string (printable ascii characters)
","[' write a python program to return the biggest character in a string (printable ascii characters)\n   char is input from the user. Output should print ""A"" with the largest character (""a"", ""B"", in english)  and ""C"" in the next word. \t  if a is not a strong character, then exit() with ""0"" for the string. Otherwise print ""...with a"", enter().  for b in sentence. #Output : {']",0
" In[120]:
","

",1
" In[120]:
","["" In[120]:\n   i = 0;  1; 2; 3; 4; 5; 6}  # In [12, 24, 35, 70, 88, 120]  for i in range(0, 300):  in i, range()  N  (in i, range(' 401', 1, 100), 401( 2), 300)  ]  while i < 0: ,  else: i += 1  with i  and i *""]",0
" write a python program to adds every 3rd number in a list
","from functools import reduce
input_list = [x for x in range(10)]
res = reduce(lambda x, y: x+y, [i for idx, i in enumerate(input_list) if (idx+1)%3==0])

print(f""{res}"")


",1
" write a python program to adds every 3rd number in a list
","["" write a python program to adds every 3rd number in a list\n  and print the result.   heads += 1  )  # Corridor = {1, 2, 3}/  for corridors = {} #  =, 'A' = 'Nikhil' # railways# # Delhi = A' trainingjee`'# ( )# 'Sudra'  |'Akshat' | 'B' workshops' - {'C'}'{""]",0
" In[111]:
","

",1
" In[111]:
","[' In[111]:\n  i = 0;   for i in range(len(B)):  N = N + 1  return i  #if i not in A:  enter i + 2  Enter i as i: "")  into *a  in i ]  B()  Occ = Occ(2) # loop  D First n = D Second row = B  (3) Occ (1, 1) D) |  = 1() |']",0
" write a python program which iterates two lists of numbers simultaneously and adds corresponding values, print the result
","f_list = [1,2,3,4]
s_list = [2,3,4,5]
res = [f_n +s_n for f_n, s_n in zip(f_list, s_list)]
print(f""{res}"")


",1
" write a python program which iterates two lists of numbers simultaneously and adds corresponding values, print the result
","[' write a python program which iterates two lists of numbers simultaneously and adds corresponding values, print the result\n\\nGreen_n + [n_list_]}   # from the original list, add the values of [0, 1, 0, 2]  and [3, 4, 5] # with [1, 3, 6, {1}] \\n"".  ""wine"", ""rue"", """"  [from the said list. ]  """""".']",0
" In[19]:
","

",1
" In[19]:
","[' In[19]:\n  = [0, 1, 2]   # Enter the string \'0\' in the list.\'Type() Integer().  \'1\' should come first row. \'2\' row = \'3\' #\'. Replace the first 2 characters with \'#\' and \'4\' again. """""" 1. Repeat the same string.\'  [S[i], @ i}\'.format(input_list[::-1])  print(f']",0
" write a python function that takes a list of numbers and calculate square of each number and return it in a list
","def square_num(mynumbers):
    return list(map(lambda num: num**2,mynumbers))
square_num([1,2,3])


",1
" write a python function that takes a list of numbers and calculate square of each number and return it in a list
","[' write a python function that takes a list of numbers and calculate square of each number and return it in a list\n of addressable square.   sum = 0 if the sum > 0 else 1  for each digit in the number.bin(int(y tempo/max_length)):  str((1, ""Cyware"" + int(x))) ))  #Stores the last element of a random list. The value is -1 if negative number == 0 and']",0
" In[21]:
","

",1
" In[21]:
","[' In[21]:\nis()   [0, 3, 1],  is() [1, 2, 4, 5], is(""0"", 3) [2, 9, 7, 8] \t  InThisDate() ]  # 21 = In thisDate(): 21(), 25 = \'\'.\'\'\'//bin\', \'{\',\'n}\'  \'#\', i = 1() # 31 =  = \',\'y\'o\' \'U\'']",0
" write a python function that takes two lists and combines them without any duplicates and return the list
","def combine_lists(L1, L2):
    return L1 + [items for items in L2 if items not in L1]

L1 = [1,2,3]
L2 = [2,4,3]

combine_lists(L1,L2)


",1
" write a python function that takes two lists and combines them without any duplicates and return the list
","["" write a python function that takes two lists and combines them without any duplicates and return the list\n of lis for liss   with list prefix provided \t  output = {'1':'0', '2':'''}'  # For n ≥ 2, write {0:'one', 1:}  '\\n', {1: 'two' }' # To sum 1, two, return {3: {4: '''}}'""]",0
" In[29]:
","

",1
" In[29]:
","[' In[29]:\n   import csv as cvs, ascii, uuid as uid and asp class asio class.  """"""  is defined as call-until-exception interface in cpython  documentation }""  # implementation of\'IO\'inc\'  by default.Error()#  IO() -> IOError: \'{},\' not within the range {}, {\' within\' : IOU = {\',\'within\', }\'']",0
" write a python function that removes all the vowels from the given list of strings and return the list
","def myfunc(listitems):
    final=[]
    for strchar in listitems:
        for letters in strchar:
            if letters in ('a','e','i','o','u', 'A','E','I','O','U'):
                strchar = strchar.replace(letters,"""")            
        final.append(strchar) 
    return final
    
myfunc([""rohan"", ""END""])


",1
" write a python function that removes all the vowels from the given list of strings and return the list
","["" write a python function that removes all the vowels from the given list of strings and return the list\n   punctuations from a given string.  The function should only be called this function with a '*' in the middle of the string, except the case of 'A' where the function would come first. In other words, the'strong' function = 'no_praise' for the deficiency.'. If the number of words length of this 'one' is less than""]",0
" In[43]:
","

",1
" In[43]:
","["" In[43]:\n   American Dictionary  starts with '1.' and '2.' is used in American.ipynb()  to print this entry.  '3' is not used  for natives. '4' : American.name()}, '5' --> 'Geeks' (National Dictionary ):  {'6'}', '6 '*' {nationality' = 1.8bit()} '7'  = 'Identity'""]",0
" write a python program to print all the keys in the dictionary and store it in a list
","sample_dict = {'1':1, '2':2, '3':3}
key_list = list(sample_dict.keys())
print(f""{key_list}"")


",1
" write a python program to print all the keys in the dictionary and store it in a list
","[' write a python program to print all the keys in the dictionary and store it in a list\n of keys.values()   for the below list in brackets.  used = \'0\' + {}  #Example: ""0"", ""1"", """" + ""2"", ""-1"" "" for similar values. #Output : ""{},{}"".format(key_list.pop(0)) \t )  with open(fname, ""w"") as input']",0
" In[45]:
","

",1
" In[45]:
","[' In[45]:\n Inception, the value of the key is increased.ppkg_cnt = Inprocessed_in_line.cfil.   Defaults = []  # Inverse, tuple() is called in [ line.pop(key) ]  for line in f.c.ue( line().pop_)  ]# In case of punctuation: , see: e =0.0/0 in { line}  in {} #']",0
" write a python program to remove duplicates from a list and print the result in list
","input_list = [1,2,3,4,4,33,2,5]
dedup = list(set(input_list))
print(f""{dedup}"")


",1
" write a python program to remove duplicates from a list and print the result in list
","[' write a python program to remove duplicates from a list and print the result in list\n[3]:   ---> 232345.  # LRU class = LRUP class LRUCASE_CHARS |  IOString_CASE.print()  [7, 7]  for i in range(N - 1, 0)] # 2nd LROU = 1  + [S -K] + D | | IO String_ACQUA  = ']",0
